Symbol,ShortName,IndustryName,PROVINCE,CITY,MAINBUSSINESS,Validated_Symbol
000661,长春高新,医药制造业,吉林省,长春市,以生物制药、中成药生产及销售、房地产开发为主导产业，辅以开发区基础设施建设、物业管理等。,000661.SZ
000662,天夏智慧,软件和信息技术服务业,广西壮族自治区,梧州市,进出口贸易、冷轧网带及深加工产品。,
000663,永安林业,家具制造业,福建省,永安市,林木（竹）的培育、采伐、收购和销售。,000663.SZ
000665,湖北广电,广播、电视、电影和影视录音制作业,湖北省,武汉市,有线数字电视产业的投资、运营和管理。,000665.SZ
000666,经纬纺机,资本市场服务,北京市,北京市,纺织机械及零配件。,
000667,美好置业,房地产业,云南省,昆明市,资产管理、股权、产权的投资转让，投资策划咨询服务、实业投资；国内贸易（除专项规定）；房地产业、餐饮业、运输业、仓储业、旅游业、科研信息咨询服务业及市场建设的开发投资合经营管理。,
000668,荣丰控股,房地产业,山东省,青岛市,房地产开发经营、商品房销售、租赁。,000668.SZ
000669,ST 金鸿,燃气生产和供应业,吉林省,吉林市,为天然气长输管道及城市燃气管网的建设和运营。,000669.SZ
000670,盈方微,计算机、通信和其他电子设备制造业,湖北省,荆州市,"为SoC芯片的研发、设计和销售,并提供硬件设计和软件应用的整体解决方案。",000670.SZ
000671,阳光城,房地产业,福建省,福州市,基础设施、电子产品及轻工业产品。,
000672,上峰水泥,非金属矿物制品业,甘肃省,白银市,农副产品、建筑材料等。,000672.SZ
000673,*ST 当代,文化艺术业,山西省,大同市,文化艺术活动策划展览。,
000675,ST 银山,基本化学原料制造业,四川省,内江市,硫酸、磷铵等农用化工产品。,
000676,智度股份,互联网和相关服务,广东省,广州市,仪器仪表和工业自动化设备。,000676.SZ
000677,恒天海龙,化学纤维制造业,山东省,潍坊市,粘胶短丝、粘胶长丝、棉浆粕、帘帆布的生产与销售。,000677.SZ
000678,襄阳轴承,通用设备制造业,湖北省,襄阳市,汽车轴承及零部件。,000678.SZ
000679,大连友谊,零售业,辽宁省,大连市,商业零售及酒店业务。,000679.SZ
000680,山推股份,专用设备制造业,山东省,济宁市,推土机、挖掘机等。,000680.SZ
000681,视觉中国,文化艺术业,江苏省,常州市,智能控制人机交互软件的技术开发等。,000681.SZ
000682,东方电子,软件和信息技术服务业,山东省,烟台市,电子及通信设备开发、生产、销售及咨询服务。,000682.SZ
000683,远兴能源,化学原料及化学制品制造业,内蒙古自治区,鄂尔多斯市,化工产品及其原料的生产、销售。,000683.SZ
000685,中山公用,水的生产和供应业,广东省,中山市,国内商业、科技投资、信息服务业、电子商务、物流配送、集贸市场建设经营管理城市网络、网络系统集成、软件产品、五金、电子设备。,000685.SZ
000686,东北证券,资本市场服务,吉林省,长春市,证券（含境内上市外资股）的代理买卖；代理证券的还本付息、分红派息；证券代保管、鉴证；代理登记开户；证券的自营买卖；证券的承销（含主承销）；客户资产管理；证券投资咨询（含财务顾问）；中国证监会批准的其他业务。,000686.SZ
000687,*ST 华讯,计算机、通信和其他电子设备制造业,广东省,深圳市,粘胶纤维及其原辅材料。,000687.SS
000688,国城矿业,有色金属矿采选业,重庆市,重庆市,电子计算机及电子网络服务器、微晶玻璃板材、节能灯及电子镇流器的制造、销售，计算机信息系统集成、软件开发销售；数码电子产品研发、制造和销售等。,000688.SZ
000689,ST 宏业,轻有色金属冶炼业,广东省,汕头市,建筑材料、金刚石及其制品。,000689.SS
000690,宝新能源,电力、热力生产和供应业,广东省,梅州市,洁净煤燃烧技术发电和可再生能源发电，新能源电力生产、销售、开发。,000690.SZ
000691,亚太实业,化学原料及化学制品制造业,甘肃省,兰州市,旅游业开发、畜牧养殖业、水产养殖业。,000691.SZ
000692,惠天热电,电力、热力生产和供应业,辽宁省,沈阳市,主营民用和工业用供热和供汽，供热为公司的核心产业。,000692.SZ
000693,ST 华泽,有色金属矿采选业,四川省,成都市,经营各类网络及其设备、化纤产品的制造销售。,000693.SS
000695,滨海能源,印刷和记录媒介复制业,天津市,天津市,包装及出版物印刷,000695.SZ
000697,*ST 炼石,铁路、船舶、航空航天和其它运输设备制造业,陕西省,咸阳市,钼、铼及其他有色金属矿产的开发、冶炼、贸易。,000697.SZ
000698,沈阳化工,石油加工、炼焦及核燃料加工业,辽宁省,沈阳市,化工产品及化工设备。,000698.SZ
000699,S*ST 佳纸,造纸业,黑龙江省,佳木斯市,包装用纸及技术用纸。,000699.SS
000700,模塑科技,汽车制造业,江苏省,江阴市,汽车零部件，塑料制品，模具，塑钢门窗，模塑高科技产品开发的开发，研制，销售及技术咨询服务，投资，油漆喷涂，机械制造，加工，火力发电，供热，城市基础设施及公用事业建设，房地产开发，国内贸易（国家有关专项规定的办理审批手续或经营）。,000700.SZ
000701,厦门信达,批发业,福建省,厦门市,信息业务。,000701.SZ
000702,正虹科技,农副食品加工业,湖南省,岳阳市,饲料系列产品的科研、生产、销售,000702.SZ
000703,恒逸石化,化学纤维制造业,广西壮族自治区,钦州市,生产和销售精对苯二甲酸（PTA）和聚酯纤维（涤纶）等相关产品。,000703.SZ
000705,浙江震元,批发业,浙江省,绍兴市,药品及医疗器械。,000705.SZ
000707,双环科技,化学原料及化学制品制造业,湖北省,应城市,纯碱(碳酸钠)、氯化铵、小苏打(碳酸氢钠)、氨、液氩、硫磺、  原盐(氯化钠)、芒硝(硫酸钠) 、氧、粉煤灰、液氯、烧碱(氢氧化钠)、盐酸。,000707.SZ
000708,中信特钢,黑色金属冶炼及压延加工业,湖北省,黄石市,钢铁冶炼、金属制品等。,000708.SZ
000709,河钢股份,黑色金属冶炼及压延加工业,河北省,石家庄市,钢材、钢坯、钒钛产品等。,000709.SZ
000710,贝瑞基因,专业技术服务业,四川省,成都市,摩托车、汽车用仪器仪表。,000710.SZ
000711,京蓝科技,土木工程建筑业,黑龙江省,哈尔滨市,土壤修复业务领域。,000711.SZ
000712,锦龙股份,资本市场服务,广东省,东莞市,证券业务,000712.SZ
000713,丰乐种业,农、林、牧、渔服务业,安徽省,合肥市,农作物种子等。,000713.SZ
000715,中兴商业,零售业,辽宁省,沈阳市,国内一般商品百货的批发零售。,000715.SZ
000716,黑芝麻,食品制造业,广西壮族自治区,玉林市,资产经营、食品、航空服务等。,000716.SZ
000717,中南股份,黑色金属冶炼及压延加工业,广东省,韶关市,钢铁生产及销售。,000717.SZ
000718,苏宁环球,房地产业,吉林省,吉林市,房地产开发（凭资质经营）等。,000718.SZ
000719,中原传媒,新闻和出版业,河南省,焦作市,文化出版等。,000719.SZ
000720,新能泰山,房地产业,山东省,泰安市,电线、电缆的生产及销售。,000720.SZ
000721,西安饮食,餐饮业,陕西省,西安市,饮食业、服务业等。,000721.SZ
000722,湖南发展,电力、热力生产和供应业,湖南省,长沙市,水力发电项目综合经营；房地产项目投资等。,000722.SZ
000723,美锦能源,石油加工、炼焦及核燃料加工业,山西省,太原市,焦化厂、煤矿、煤层气的开发、投资等。,000723.SZ
000725,京东方A,计算机、通信和其他电子设备制造业,北京市,北京市,电子产品及照明产品的生产和销售。,000725.SZ
000726,鲁泰A,纺织业,山东省,淄博市,生产销售棉涤纶纱、色织布、衬衣、服装饰品、保健内衣。,000726.SZ
000727,冠捷科技,计算机、通信和其他电子设备制造业,江苏省,南京市,电子产品、平板显示器件及模块、石英晶体产品、电子线路产品、真空电子、照明器材及材料的生产、加工、销售技术服务。,000727.SZ
000728,国元证券,资本市场服务,安徽省,合肥市,证券的代理买卖；证券自营买卖；证券承销；证券投资咨询；客户资产管理等。,000728.SZ
000729,燕京啤酒,酒、饮料和精制茶制造业,北京市,北京市,啤酒产品的开发。,000729.SZ
000730,*ST 环保,其他土木工程建筑业,辽宁省,沈阳市,环保设备的制造及销售。,
000731,四川美丰,化学原料及化学制品制造业,四川省,遂宁市,化学肥料、尿素、碳酸氢铵、合成氨、复肥及化工产品的生产、销售（限自产产品）；三聚氰胺、塑料编织袋、PVC 管材管件制造、销售；国家经贸部门核定的进出口业务。,000731.SZ
000732,ST 泰禾,房地产业,福建省,三明市,农药产品、化工产品及医药产品的生产及销售、房地产开发及经营等。,
000733,振华科技,计算机、通信和其他电子设备制造业,贵州省,贵阳市,机械电子产品。,000733.SZ
000735,罗牛山,畜牧业,海南省,海口市,畜牧养殖、农副水产品加工、饲料加工、种植。,000735.SZ
000736,中交地产,房地产业,重庆市,重庆市,房地产开发。,000736.SZ
000737,北方铜业,化学原料及化学制品制造业,山西省,运城市,铜矿开采、铜选矿、冶炼、加工制品、含金铜精矿、阳极泥、金锭、银锭、硫酸、硒粉、铜及铜合金、高精度铜板带、高性能压延铜箔、覆铜板的生产销售。,000737.SZ
000738,航发控制,铁路、船舶、航空航天和其它运输设备制造业,江苏省,无锡市,航空、航天发动机控制系统产品及飞机、舰船、陆用液压产品的研制、生产、销售、修理；汽车零部件，摩托车零部件生产和销售。,000738.SZ
000739,普洛药业,医药制造业,浙江省,东阳市,医药行业投资，网络投资，股权投资管理，生物制药技术的研究、开发、转让等。,000739.SZ
000748,长城信息,计算机、通信和其他电子设备制造业,湖南省,长沙市,中西文字符图形终端、网络终端、金融机具、通讯产品等。,
000750,国海证券,资本市场服务,广西壮族自治区,桂林市,证券经纪；证券投资咨询；与证券交易、证券投资活动有关的财务顾问；证券承销与保荐；证券自营；证券资产管理；证券投资基金代销；为期货公司提供中间介绍业务；融资融券；金融产品代销。,000750.SZ
000751,锌业股份,有色金属冶炼及压延加工业,辽宁省,葫芦岛市,生产锌、锌深加工产品及硫酸、铟、镉、综合利用产品等。,000751.SZ
000752,*ST 西发,酒、饮料和精制茶制造业,西藏自治区,拉萨市,生产、销售啤酒、饮料、饲料、养殖业、娱乐服务；藏红花系列产品的开发、加工、销售。,000752.SZ
000753,漳州发展,零售业,福建省,漳州市,公路及城市基础设施开发产业,000753.SZ
000755,山西路桥,道路运输业,山西省,临汾市,高速公路运营产业,000755.SZ
000756,新华制药,医药制造业,山东省,淄博市,西药、化工原料、制药设备等。,000756.SZ
000757,浩物股份,零售业,四川省,内江市,柴油机、三轮车、柴油发电机组等制造和销售。,000757.SZ
000758,中色股份,有色金属矿采选业,北京市,北京市,有色金属行业内的工程承包。,000758.SZ
000759,中百集团,零售业,湖北省,武汉市,百货的零售与批发。,000759.SZ
000760,*ST 斯太,汽车制造业,湖北省,荆州市,汽车配件制造、销售。,
000761,本钢板材,黑色金属冶炼及压延加工业,辽宁省,本溪市,钢铁冶炼、压延加工、产品销售。,000761.SZ
000762,西藏矿业,黑色金属矿采选业,西藏自治区,拉萨市,铬矿、硼矿、铅锌矿、锡矿、高岭土、铜矿、金矿、锂矿的开采及销售等。,000762.SZ
